osm_id,road_name,road_type,ref,maxspeed,road_health_score,road_condition,potholes_count,accident_count,accident_severity,complaints_count,complaint_type,traffic_density,vehicle_count,allocated_budget_usd,spent_budget_usd,maintenance_type,contractor_name,contractor_rating,weather_condition
105000000,Gelephu - Trongsa Highway,primary,PNH 4,0,31,Poor,16,1,High,23,Cracks,Medium,7778,195490,62687,Resurfacing,RoadCare,4,Sunny
116000000,Changjiji Zam,trunk,AH-48,50,87,Good,9,2,Medium,18,Cracks,Medium,3687,301149,352796,Pothole Repair,Bhutan Infra,4.1,Rainy
116000000,Wangchu Lam,trunk,AH-48,50,79,Good,0,3,Low,10,Broken Divider,Low,1598,241252,282428,Pothole Repair,UrbanTrack,2.5,Rainy
151000000,Sarpang - Wangdue Highway,primary,PNH 5,0,93,Good,14,0,Medium,4,Waterlogging,Medium,4880,52375,249731,Resurfacing,SafeHighway,3.4,Foggy
151000000,Gelephu - Trongsa Highway,primary,PNH 4,0,84,Good,12,9,Low,23,Waterlogging,Low,5623,402207,45860,Pothole Repair,RoadCare,4.5,Sunny
151000000,Tingtibi - Zhemgang Highway,secondary,SNH8,0,81,Good,8,7,High,5,Broken Divider,Medium,9667,326878,382052,Divider Repair,Bhutan Infra,2.5,Cloudy
155000000,Chunzom - Paro Highway,tertiary,PNH 6,0,27,Poor,6,5,Medium,6,Broken Divider,High,6959,460794,135859,Pothole Repair,Bhutan Infra,3.4,Rainy
182000000,Olarongchu Zam,trunk,AH-48,50,80,Good,2,12,High,0,Waterlogging,Medium,9194,193953,194788,Pothole Repair,SafeHighway,3.7,Foggy
182000000,Tingchhu Lam SE,primary,PNH 1,50,44,Average,12,13,Low,13,Broken Divider,High,4452,325245,371359,Pothole Repair,UrbanTrack,4.3,Sunny
182000000,Khamtoe Lam SE,primary,PNH 1,0,20,Poor,5,13,Medium,23,Waterlogging,Low,5123,234948,238055,Resurfacing,Bhutan Infra,3.2,Rainy
182000000,Khamtoe Lam SE,primary,PNH 1,0,28,Poor,16,9,Medium,19,Pothole,Medium,1189,164714,132687,Resurfacing,SafeHighway,2.9,Rainy
182000000,Chazam - Trashiyangtse Highway,primary,PNH12,0,37,Poor,20,13,Medium,18,Broken Divider,High,3388,295639,212066,Divider Repair,UrbanTrack,4,Foggy
182000000,Chazam - Trashiyangtse Highway,primary,PNH12,0,62,Average,9,13,Low,20,Cracks,High,1752,449272,80407,Pothole Repair,UrbanTrack,4.6,Cloudy
182000000,Chazam - Trashiyangtse Highway,primary,PNH12,0,85,Good,20,8,Low,5,Broken Divider,Low,9088,52876,255483,Pothole Repair,RoadCare,3.2,Cloudy
182000000,Chazam - Trashiyangtse Highway,primary,PNH12,0,59,Average,18,5,Medium,4,Pothole,Low,8153,312741,256002,Pothole Repair,UrbanTrack,2.8,Foggy
183000000,Chunzom - Paro Highway,tertiary,PNH 6,0,70,Average,5,9,High,19,Broken Divider,High,6357,148937,100897,Resurfacing,RoadCare,2.8,Cloudy
183000000,Bondey - Haa Highway,primary,SNH6,0,77,Good,9,4,Low,13,Waterlogging,Medium,2948,86220,396393,Divider Repair,RoadCare,4.1,Foggy
183000000,Bondey - Haa Highway,primary,SNH6,0,45,Average,4,13,Low,3,Pothole,Low,2747,234922,165652,Pothole Repair,Bhutan Infra,4.7,Cloudy
183000000,Bondey - Haa Highway,primary,SNH6,0,63,Average,9,11,Low,8,Pothole,Medium,3993,165186,113688,Resurfacing,SafeHighway,2.8,Rainy
188000000,Thimphu to Phuentsholing Highway,trunk,AH-48,30,43,Average,16,6,Medium,1,Waterlogging,Medium,8052,471375,166319,Resurfacing,SafeHighway,4.8,Rainy
188000000,Babesa Zero,trunk,AH-48,30,77,Good,11,3,High,9,Broken Divider,Low,8194,202812,144336,Divider Repair,Bhutan Infra,4.3,Foggy
188000000,Thimphu to Phuentsholing Highway,trunk,AH-48,30,30,Poor,4,10,Medium,14,Cracks,Low,8733,70511,133889,Divider Repair,RoadCare,3.4,Sunny
188000000,Thimphu to Phuentsholing Highway,trunk,AH-48,30,70,Average,9,12,Low,1,Cracks,Medium,2080,178035,391631,Resurfacing,SafeHighway,3.6,Rainy
188000000,Zimdra Zam,trunk,AH-48,50,63,Average,11,4,Low,0,Waterlogging,Low,6909,479708,289555,Divider Repair,RoadCare,3.5,Sunny
188000000,Zimdra Zam,trunk,AH-48,50,90,Good,20,0,Medium,19,Pothole,Low,2341,276280,393272,Divider Repair,RoadCare,4.8,Rainy
188000000,S Doebum Lam,trunk,AH-48,50,77,Good,1,4,Low,6,Broken Divider,High,2913,372746,241476,Divider Repair,SafeHighway,4.4,Rainy
188000000,S Doebum Lam,trunk,AH-48,50,67,Average,4,13,Low,23,Waterlogging,Low,8236,209612,201784,Resurfacing,UrbanTrack,4.9,Sunny
188000000,Olarongchu Zam,trunk,AH-48,50,84,Good,16,13,Low,12,Waterlogging,Medium,3621,349333,322375,Divider Repair,Bhutan Infra,2.5,Sunny
188000000,Changjiji Zam,trunk,AH-48,50,34,Poor,2,6,Medium,18,Cracks,Low,6051,465338,133887,Pothole Repair,RoadCare,4.7,Foggy
188000000,S Doebum Lam,trunk,AH-48,50,27,Poor,2,8,Low,0,Broken Divider,Low,833,72897,356610,Resurfacing,Bhutan Infra,4.8,Cloudy
188000000,Sipsu - Samtse Highway,secondary,SNH7,0,47,Average,13,12,High,4,Broken Divider,Low,2123,393573,298907,Pothole Repair,SafeHighway,2.7,Sunny
188000000,Sipsu - Samtse Highway,secondary,SNH7,0,76,Good,19,6,High,8,Waterlogging,High,6185,282948,361647,Divider Repair,RoadCare,2.5,Sunny
188000000,Sipsu - Samtse Highway,secondary,SNH7,0,56,Average,10,3,High,8,Cracks,Low,5872,325794,224211,Resurfacing,UrbanTrack,3.7,Foggy
189000000,Khamtoe Lam SE,primary,PNH 1,0,86,Good,8,0,High,8,Broken Divider,Medium,7293,198197,369349,Divider Repair,SafeHighway,4.7,Rainy
191000000,Bondey - Haa Highway,primary,SNH6,0,79,Good,17,11,Medium,2,Pothole,Medium,785,204920,210741,Divider Repair,SafeHighway,4,Cloudy
192000000,Misina - Punakha Highway,primary,PNH 8,0,72,Good,3,13,High,13,Pothole,Medium,3667,85707,288195,Pothole Repair,SafeHighway,4.5,Rainy
192000000,Misina - Punakha Highway,primary,PNH 8,0,80,Good,11,0,Medium,8,Pothole,Medium,2337,85291,211845,Resurfacing,UrbanTrack,3,Rainy
193000000,Punakha - Gasa,secondary,SNH5,0,56,Average,5,12,Low,25,Waterlogging,Medium,9785,185288,290631,Pothole Repair,RoadCare,2.9,Sunny
193000000,Punakha - Gasa,secondary,SNH5,0,72,Good,2,5,Low,24,Broken Divider,High,3196,59030,304588,Pothole Repair,UrbanTrack,2.6,Rainy
219000000,Punakha - Gasa,secondary,SNH5,0,45,Average,13,14,Medium,17,Cracks,Low,8467,153595,166831,Pothole Repair,UrbanTrack,3.4,Cloudy
232000000,Chuzom-Haa Highway,primary,PNH 7,0,40,Poor,14,14,High,8,Waterlogging,High,5220,380704,347429,Pothole Repair,RoadCare,4.4,Rainy
232000000,Namgayling Lam,residential,1,40,57,Average,5,11,Medium,15,Cracks,High,5890,369151,280192,Pothole Repair,SafeHighway,4.9,Foggy
237000000,S Doebum Lam,trunk,AH-48,50,44,Average,7,13,Low,17,Broken Divider,Low,117,390728,257829,Divider Repair,UrbanTrack,3.5,Rainy
237000000,S Doebum Lam,trunk,AH-48,0,40,Poor,16,7,Medium,24,Pothole,Low,8900,143454,61041,Divider Repair,SafeHighway,3.1,Cloudy
237000000,Babesa Zam,trunk,AH-48,50,53,Average,2,1,Medium,0,Cracks,Medium,154,459146,205942,Pothole Repair,SafeHighway,3.2,Rainy
237000000,Babesa Zam,trunk,AH-48,50,76,Good,11,11,Low,15,Cracks,High,3961,316541,20339,Resurfacing,Bhutan Infra,4.9,Sunny
258000000,Chunzom - Paro Highway,tertiary,PNH 6,0,53,Average,14,3,Low,0,Waterlogging,Low,9867,215673,328388,Pothole Repair,SafeHighway,4.9,Sunny
258000000,Chunzom - Paro Highway,tertiary,PNH 6,0,93,Good,15,15,Medium,6,Waterlogging,Low,9490,81171,397868,Resurfacing,RoadCare,3.3,Foggy
278000000,Bumthang-Mongar Highway,primary,PNH 1,40,51,Average,9,14,High,8,Pothole,High,3709,321143,320151,Pothole Repair,UrbanTrack,4.8,Sunny
279000000,Chunzom - Paro Highway,tertiary,PNH 6,0,31,Poor,15,1,Medium,24,Broken Divider,Medium,728,339272,206040,Pothole Repair,Bhutan Infra,4.4,Rainy
279000000,Chunzom - Paro Highway,tertiary,PNH 6,0,73,Good,20,8,Medium,7,Pothole,Low,1731,294757,27222,Divider Repair,UrbanTrack,3.6,Rainy
286000000,Chunzom - Paro Highway,tertiary,PNH 6,0,74,Good,1,13,Low,6,Waterlogging,Low,5417,437400,234891,Pothole Repair,Bhutan Infra,3.6,Foggy
286000000,Chunzom - Paro Highway,primary,PNH 6,0,61,Average,17,12,High,18,Broken Divider,Medium,7977,454754,393166,Divider Repair,Bhutan Infra,3.8,Rainy
286000000,Chunzom - Paro Highway,primary,PNH 6,0,77,Good,14,10,Low,5,Waterlogging,High,5639,495433,12875,Pothole Repair,SafeHighway,5,Rainy
286000000,Bondey - Haa Highway,primary,SNH6,0,83,Good,16,4,High,19,Cracks,Low,5632,390715,187379,Pothole Repair,Bhutan Infra,4.8,Rainy
286000000,Bondey - Haa Highway,primary,SNH6,0,76,Good,19,12,Low,4,Broken Divider,High,2874,214813,150605,Pothole Repair,RoadCare,3.2,Rainy
297000000,Samdrup Jongkhar - Trashigang Highway,primary,PNH 3,0,54,Average,19,7,High,3,Waterlogging,Medium,7997,387182,318536,Pothole Repair,Bhutan Infra,3.7,Foggy
297000000,Samdrup Jongkhar - Trashigang Highway,primary,PNH 3,0,58,Average,10,7,High,21,Cracks,High,5874,127841,71225,Resurfacing,SafeHighway,4.6,Rainy
309000000,Chamkar Zam (Bridge),primary,PNH 1,0,37,Poor,5,4,Medium,11,Pothole,Low,2422,225987,367476,Resurfacing,Bhutan Infra,4.3,Rainy
310000000,Sarpang - Wangdue Highway,primary,PNH 5,0,71,Good,9,4,High,11,Pothole,Low,4707,319041,72839,Pothole Repair,SafeHighway,4.4,Cloudy
314000000,Punakha - Gasa,secondary,SNH5,0,38,Poor,15,6,High,22,Broken Divider,Low,4139,398819,49560,Pothole Repair,Bhutan Infra,2.9,Cloudy
314000000,Punakha - Gasa,secondary,SNH5,0,49,Average,17,7,Medium,20,Pothole,High,7638,481918,55156,Divider Repair,Bhutan Infra,2.7,Rainy
314000000,Punakha - Gasa,secondary,SNH5,0,52,Average,18,11,Medium,12,Broken Divider,Low,7448,68962,83331,Pothole Repair,RoadCare,3.7,Foggy
327000000,Chuzom-Haa Highway,primary,PNH 7,0,55,Average,16,3,High,9,Broken Divider,Medium,6316,328022,364014,Divider Repair,UrbanTrack,3.3,Foggy
327000000,Dumcho Bailey Bridge (Chuzom-Haa Highway),primary,PNH 7,0,63,Average,13,13,Medium,16,Waterlogging,Low,4113,107534,358303,Resurfacing,SafeHighway,3.6,Cloudy
327000000,Bridge (Chuzom-Haa Highway),primary,PNH 7,0,88,Good,6,11,Low,21,Pothole,Medium,6345,167386,369152,Resurfacing,RoadCare,4.8,Sunny
327000000,Chuzom-Haa Highway,primary,PNH 7,0,35,Poor,10,2,Medium,8,Broken Divider,Low,269,50472,21207,Pothole Repair,UrbanTrack,4.2,Cloudy
338000000,Chunzom - Paro Highway,tertiary,PNH 6,0,80,Good,9,10,Medium,24,Cracks,High,7038,339701,271195,Resurfacing,RoadCare,3.8,Sunny
338000000,Chuzom-Haa Highway,primary,PNH 7,0,77,Good,9,14,Medium,20,Waterlogging,High,7982,76020,104791,Divider Repair,Bhutan Infra,3.4,Rainy
338000000,Thimphu to Phuentsholing Highway,trunk,AH-48,0,83,Good,15,9,Low,17,Cracks,Medium,7469,91382,287147,Resurfacing,SafeHighway,3.8,Rainy
341000000,Chazam - Trashiyangtse Highway,primary,PNH12,0,34,Poor,20,0,Medium,8,Cracks,Low,9360,411399,204942,Resurfacing,UrbanTrack,3.2,Rainy
341000000,Tingtibi - Panbang Highway,primary,PNH10,0,75,Good,5,7,Medium,2,Waterlogging,Medium,8641,156881,45847,Resurfacing,Bhutan Infra,4.8,Foggy
342000000,Thimphu to Phuentsholing Highway,primary,AH-48,0,95,Good,10,7,Low,10,Waterlogging,Low,1001,115810,207226,Divider Repair,UrbanTrack,2.9,Rainy
342000000,ཕུན་ཚོགས་གླིང་ - ཐིམ་ཕུག་ གཞུང་ལམ།,primary,AH-48,0,40,Poor,4,6,Medium,20,Broken Divider,Medium,5445,250547,74929,Pothole Repair,UrbanTrack,3.4,Cloudy
342000000,ཕུན་ཚོགས་གླིང་ - ཐིམ་ཕུག་ གཞུང་ལམ།,primary,AH-48,0,65,Average,4,11,Medium,12,Waterlogging,Medium,5541,264748,54997,Divider Repair,UrbanTrack,2.7,Foggy
342000000,ཕུན་ཚོགས་གླིང་ - ཐིམ་ཕུག་ གཞུང་ལམ།,primary,AH-48,0,22,Poor,15,2,High,14,Broken Divider,Medium,7829,223273,51750,Resurfacing,RoadCare,3.2,Foggy
342000000,Thimphu to Phuentsholing Highway,trunk,AH-48,0,48,Average,19,0,Medium,14,Cracks,Low,3267,339541,96459,Divider Repair,SafeHighway,2.5,Rainy
342000000,Thimphu to Phuentsholing Highway,trunk,AH-48,0,67,Average,14,5,High,14,Broken Divider,High,3211,426381,244342,Resurfacing,SafeHighway,4.3,Foggy
342000000,Thimphu to Phuentsholing Highway,trunk,AH-48,0,56,Average,1,0,Medium,9,Cracks,Low,5947,306300,266389,Divider Repair,UrbanTrack,3.4,Sunny
342000000,Thimphu to Phuentsholing Highway,primary,AH-48,0,51,Average,17,15,Low,20,Broken Divider,High,6601,77721,304413,Resurfacing,RoadCare,4.3,Rainy
342000000,Thimphu to Phuentsholing Highway,primary,AH-48,0,94,Good,15,3,High,9,Pothole,Low,4436,342827,301575,Resurfacing,RoadCare,3.9,Sunny
342000000,Thimphu to Phuentsholing Highway,primary,AH-48,0,52,Average,14,12,High,11,Waterlogging,Low,5177,317884,323696,Divider Repair,Bhutan Infra,2.6,Sunny
342000000,Misina - Punakha Highway,primary,PNH 8,0,60,Average,13,2,Low,12,Waterlogging,Low,8944,54236,240376,Pothole Repair,RoadCare,2.8,Rainy
342000000,S Doebum Lam,trunk,AH-48,50,67,Average,6,0,Medium,8,Broken Divider,Low,536,479861,398656,Divider Repair,SafeHighway,4.4,Cloudy
342000000,S Doebum Lam,trunk,AH-48,50,23,Poor,13,9,Medium,1,Cracks,Medium,6460,190036,19098,Divider Repair,UrbanTrack,3.7,Rainy
342000000,S Doebum Lam,trunk,AH-48,50,72,Good,20,14,Low,25,Cracks,Low,7407,496911,382609,Resurfacing,Bhutan Infra,3.1,Foggy
342000000,Wangchhu Lam,trunk,AH-48,50,45,Average,14,9,Medium,17,Cracks,Low,9190,169540,79115,Resurfacing,RoadCare,4.8,Cloudy
342000000,S Doebum Lam,trunk,AH-48,50,47,Average,3,7,Medium,12,Waterlogging,Low,7637,208619,13863,Pothole Repair,RoadCare,3.2,Foggy
342000000,Wangchhu Lam SE,trunk,AH-48,50,58,Average,9,5,Medium,2,Broken Divider,High,2093,486273,399009,Resurfacing,RoadCare,4.1,Rainy
342000000,S Doebum Lam,trunk,AH-48,50,81,Good,5,5,Medium,9,Waterlogging,High,1288,216435,335849,Resurfacing,SafeHighway,4.8,Rainy
342000000,S Doebum Lam,trunk,AH-48,50,29,Poor,17,1,Medium,13,Broken Divider,Medium,4275,279260,86519,Divider Repair,Bhutan Infra,3.4,Sunny
342000000,Thimphu to Phuentsholing Highway,trunk,AH-48,30,44,Average,8,3,Low,19,Cracks,Low,3530,207166,94379,Divider Repair,UrbanTrack,4,Sunny
346000000,Chazam - Trashiyangtse Highway,primary,PNH12,0,90,Good,0,15,Low,2,Pothole,Low,7276,365842,148178,Divider Repair,SafeHighway,4.5,Cloudy
364000000,Sipsu - Samtse Highway,secondary,SNH7,0,71,Good,17,14,Medium,24,Broken Divider,Medium,5551,195886,292603,Resurfacing,SafeHighway,3.9,Foggy
364000000,Sipsu - Samtse Highway,secondary,SNH7,0,28,Poor,5,3,High,12,Cracks,High,8236,471571,268311,Divider Repair,SafeHighway,4.4,Foggy
364000000,Sipsu - Samtse Highway,secondary,SNH7,0,54,Average,8,1,Medium,14,Pothole,High,9527,405073,215591,Pothole Repair,UrbanTrack,4.7,Foggy
364000000,Sipsu - Samtse Highway,secondary,SNH7,0,83,Good,8,9,High,15,Broken Divider,High,2660,249884,269243,Resurfacing,UrbanTrack,3.5,Foggy
364000000,Sipsu - Samtse Highway,secondary,SNH7,0,92,Good,9,14,High,12,Broken Divider,Low,2407,221829,315876,Divider Repair,Bhutan Infra,4.9,Cloudy
364000000,Sipsu - Samtse Highway,secondary,SNH7,0,41,Average,19,9,High,19,Waterlogging,High,7104,149683,100772,Pothole Repair,UrbanTrack,2.5,Rainy
365000000,Thimphu to Phuentsholing Highway,primary,AH-48,0,24,Poor,19,9,Medium,19,Waterlogging,Medium,4433,476499,174381,Divider Repair,Bhutan Infra,2.7,Rainy
365000000,S Doebum Lam,trunk,AH-48,50,69,Average,18,6,Medium,18,Waterlogging,Low,643,239818,98002,Resurfacing,UrbanTrack,4.9,Sunny
365000000,Wangchu Lam,trunk,AH-48,50,51,Average,2,8,Medium,17,Waterlogging,High,5073,442239,305157,Resurfacing,RoadCare,2.6,Cloudy
365000000,Màphö Lam,primary,PNH 1,30,91,Good,8,7,Medium,13,Broken Divider,Low,6848,243261,121350,Divider Repair,RoadCare,3.4,Rainy
365000000,S Doebum Lam,trunk,AH-48,0,31,Poor,13,10,High,10,Waterlogging,Low,1785,146170,244027,Resurfacing,SafeHighway,4.8,Sunny
365000000,S Doebum Lam,trunk,AH-48,50,43,Average,12,4,Low,9,Cracks,Medium,6862,227277,247675,Pothole Repair,Bhutan Infra,3.3,Foggy
365000000,Doebum Zur Lam 304 SW,trunk_link,PNH 1,30,37,Poor,4,10,Low,16,Waterlogging,Medium,314,217450,372838,Divider Repair,SafeHighway,3.7,Cloudy
365000000,Tingchhu Lam SE,primary,PNH 1,30,84,Good,11,12,High,0,Cracks,Low,2419,362010,305111,Resurfacing,Bhutan Infra,3,Cloudy
370000000,Chuzom-Haa Highway,primary,PNH 7,0,61,Average,13,12,Low,20,Waterlogging,Low,6997,484529,24170,Pothole Repair,SafeHighway,2.8,Rainy
370000000,Chuzom-Haa Highway,primary,PNH 7,0,37,Poor,7,2,Medium,22,Cracks,Low,6472,76032,176937,Pothole Repair,Bhutan Infra,4.2,Rainy
370000000,Chuzom-Haa Highway,primary,PNH 7,0,76,Good,7,6,High,3,Broken Divider,Medium,6243,321401,311756,Divider Repair,RoadCare,4.4,Sunny
372000000,Gelephu - Trongsa Highway,primary,PNH 4,0,84,Good,19,5,Medium,5,Waterlogging,Low,5616,424850,148555,Divider Repair,RoadCare,3.3,Cloudy
372000000,Sarpang - Wangdue Highway,primary,PNH 5,0,36,Poor,2,15,Medium,5,Broken Divider,Medium,3581,128396,236983,Resurfacing,RoadCare,4.4,Rainy
372000000,Sarpang - Wangdue Highway,primary,PNH 5,0,94,Good,8,3,High,3,Broken Divider,Low,5680,140880,17730,Divider Repair,UrbanTrack,2.8,Sunny
392000000,Damchu-Chukha Bypass,primary,AH-48,0,49,Average,6,5,Low,17,Pothole,High,9218,53496,78292,Divider Repair,SafeHighway,3.5,Foggy
392000000,Damchu-Chukha Bypass,primary,AH-48,0,71,Good,13,4,Medium,18,Cracks,Low,6194,410970,289640,Pothole Repair,SafeHighway,3.5,Cloudy
392000000,Thimphu to Phuentsholing Highway,primary,AH-48,0,87,Good,1,4,Low,11,Waterlogging,Low,5210,305420,73261,Resurfacing,SafeHighway,3,Rainy
393000000,Chuzom-Haa Highway,primary,PNH 7,0,62,Average,0,1,Medium,13,Pothole,Low,2296,338345,203028,Divider Repair,RoadCare,3.8,Sunny
399000000,Sarpang - Wangdue Highway,primary,PNH 5,0,88,Good,17,2,Medium,23,Broken Divider,High,6660,312544,236320,Resurfacing,RoadCare,4.7,Cloudy
399000000,Sarpang - Wangdue Highway,primary,PNH 5,0,28,Poor,8,7,High,16,Broken Divider,Low,906,147260,31161,Divider Repair,SafeHighway,2.7,Cloudy
399000000,Sarpang - Wangdue Highway,primary,PNH 5,0,90,Good,2,8,High,6,Cracks,Low,9797,183940,371511,Divider Repair,Bhutan Infra,3.6,Foggy
399000000,Sarpang - Wangdue Highway,primary,PNH 5,0,23,Poor,15,7,Low,7,Broken Divider,High,9888,459138,207615,Resurfacing,RoadCare,3.1,Sunny
399000000,Sarpang - Wangdue Highway,primary,PNH 5,0,88,Good,1,4,Low,4,Broken Divider,Medium,5732,363793,241211,Divider Repair,Bhutan Infra,3.1,Foggy
399000000,Sarpang - Wangdue Highway,primary,PNH 5,0,71,Good,5,11,High,22,Pothole,High,9242,332979,273197,Resurfacing,UrbanTrack,3.7,Sunny
399000000,Sarpang - Wangdue Highway,primary,PNH 5,0,78,Good,2,5,High,0,Waterlogging,Medium,4219,475274,356190,Resurfacing,RoadCare,3.3,Sunny
399000000,Sarpang - Wangdue Highway,primary,PNH 5,0,93,Good,1,14,Low,3,Broken Divider,Medium,9309,348758,152618,Divider Repair,UrbanTrack,4.2,Cloudy
404000000,Tingtibi - Panbang Highway,primary,PNH10,0,74,Good,18,9,Medium,15,Pothole,Low,1703,407427,284644,Divider Repair,Bhutan Infra,2.5,Rainy
404000000,Tingtibi - Panbang Highway,primary,PNH10,0,40,Poor,18,11,Low,19,Pothole,Medium,608,123921,188990,Resurfacing,Bhutan Infra,4.4,Sunny
408000000,Samdrup Jongkhar - Trashigang Highway,primary,PNH 3,0,34,Poor,8,9,Medium,15,Cracks,Low,7763,66975,196131,Pothole Repair,UrbanTrack,4.3,Foggy
408000000,Samdrup Jongkhar - Trashigang Highway,primary,PNH 3,0,59,Average,20,12,High,15,Pothole,Medium,7143,492052,321954,Divider Repair,RoadCare,4.9,Cloudy
408000000,Samdrup Jongkhar - Trashigang Highway,primary,PNH 3,0,72,Good,16,2,High,11,Cracks,Medium,6132,89855,166498,Pothole Repair,SafeHighway,4.2,Foggy
409000000,Samdrup Jongkhar - Trashigang Highway,primary,PNH 3,0,53,Average,14,12,Low,21,Waterlogging,High,6096,201083,193257,Resurfacing,SafeHighway,4.7,Rainy
421000000,Chazam - Trashiyangtse Highway,primary,PNH12,0,47,Average,3,2,High,24,Waterlogging,Low,8741,478774,304061,Pothole Repair,RoadCare,3,Cloudy
425000000,Samdrup Jongkhar - Trashigang Highway,primary,PNH 3,0,25,Poor,12,10,High,3,Pothole,High,5725,90719,122935,Resurfacing,UrbanTrack,4.1,Cloudy
425000000,Samdrup Jongkhar - Trashigang Highway,primary,PNH 3,0,74,Good,6,13,Low,10,Broken Divider,High,8161,66477,253472,Pothole Repair,UrbanTrack,3.6,Foggy
426000000,Chuzom-Haa Highway,primary,PNH 7,0,77,Good,13,15,Low,5,Waterlogging,Low,5387,434123,314468,Pothole Repair,SafeHighway,3,Rainy
426000000,Chuzom-Haa Highway,primary,PNH 7,0,38,Poor,3,5,Medium,12,Pothole,Medium,1132,234775,200553,Divider Repair,SafeHighway,4.8,Cloudy
439000000,Khatoe Lam SE,primary,PNH 1,0,48,Average,8,4,High,13,Broken Divider,Medium,4797,347155,232099,Divider Repair,UrbanTrack,2.6,Foggy
441000000,Sarpang - Wangdue Highway,primary,PNH 5,0,41,Average,3,0,Medium,17,Waterlogging,High,2456,286186,375037,Pothole Repair,Bhutan Infra,2.9,Sunny
441000000,Chunzom - Paro Highway,tertiary,PNH 6,0,55,Average,17,5,High,15,Waterlogging,High,2260,193881,42978,Pothole Repair,RoadCare,3.3,Rainy
441000000,Chunzom - Paro Highway,tertiary,PNH 6,0,46,Average,19,13,Medium,21,Pothole,High,4617,213223,199753,Divider Repair,RoadCare,4.6,Rainy
442000000,Samdrup Jongkhar - Trashigang Highway,trunk,PNH 3,0,37,Poor,4,10,Medium,17,Pothole,Medium,8819,237746,85849,Resurfacing,Bhutan Infra,2.8,Foggy
